movie_id,title,movie_decade,movie_year,genre1,genre2,genre3,genre4,genre5,genre6
69,Friday,1990s,,Comedy,,,,,
70,From Dusk Till Dawn,1990s,,Action,Comedy,Crime,Horror,Thriller,
71,Fair Game,1990s,,Action,,,,,
72,Kicking and Screaming,1990s,,Comedy,Drama,,,,
73,"Misérables, Les",1990s,,Drama,Musical,,,,
74,Bed of Roses,1990s,,Drama,Romance,,,,
75,Big Bully,1990s,,Comedy,Drama,,,,
76,Screamers,1990s,,Sci-Fi,Thriller,,,,
77,Nico Icon,1990s,,Documentary,,,,,
78,"Crossing Guard, The",1990s,,Drama,,,,,
79,"Juror, The",1990s,,Drama,Thriller,,,,
80,"White Balloon, The (Badkonake Sefid )",1990s,,Drama,,,,,
81,Things to Do in Denver when You're Dead,1990s,,Crime,Drama,Romance,,,
82,Antonia's Line (Antonia),1990s,,Drama,,,,,
83,Once Upon a Time... When We Were Colored,1990s,,Drama,,,,,
84,Last Summer in the Hamptons,1990s,,Comedy,Drama,,,,
85,Angels and Insects,1990s,,Drama,Romance,,,,
86,White Squall,1990s,,Adventure,Drama,,,,
87,Dunston Checks In,1990s,,Children's,Comedy,,,,
88,Black Sheep,1990s,,Comedy,,,,,
89,Nick of Time,1990s,,Action,Thriller,,,,
90,"Journey of August King, The",1990s,,Drama,,,,,
92,Mary Reilly,1990s,,Drama,Thriller,,,,
93,Vampire in Brooklyn,1990s,,Comedy,Romance,,,,
94,Beautiful Girls,1990s,,Drama,,,,,
95,Broken Arrow,1990s,,Action,Thriller,,,,
96,In the Bleak Midwinter,1990s,,Comedy,,,,,
97,"Hate (Haine, La)",1990s,,Drama,,,,,
98,Shopping,1990s,,Action,Thriller,,,,
99,Heidi Fleiss: Hollywood Madam,1990s,,Documentary,,,,,
100,City Hall,1990s,,Drama,Thriller,,,,
101,Bottle Rocket,1990s,,Comedy,,,,,
102,Mr. Wrong,1990s,,Comedy,,,,,
103,Unforgettable,1990s,,Thriller,,,,,
104,Happy Gilmore,1990s,,Comedy,,,,,
105,"Bridges of Madison County, The",1990s,,Drama,Romance,,,,
106,Nobody Loves Me (Keiner liebt mich),1990s,,Comedy,Drama,,,,
107,Muppet Treasure Island,1990s,,Adventure,Children's,Comedy,Musical,,
108,Catwalk,1990s,,Documentary,,,,,
109,Headless Body in Topless Bar,1990s,,Comedy,,,,,
110,Braveheart,1990s,,Action,Drama,War,,,
111,Taxi Driver,1970s,,Drama,Thriller,,,,
112,Rumble in the Bronx,1990s,,Action,Adventure,Crime,,,
113,Before and After,1990s,,Drama,Mystery,,,,
114,Margaret's Museum,1990s,,Drama,,,,,
115,Happiness Is in the Field,1990s,,Comedy,,,,,
116,Anne Frank Remembered,1990s,,Documentary,,,,,
117,"Young Poisoner's Handbook, The",1990s,,Crime,,,,,
118,If Lucy Fell,1990s,,Comedy,Romance,,,,
119,"Steal Big, Steal Little",1990s,,Comedy,,,,,
120,Race the Sun,1990s,,Drama,,,,,
121,"Boys of St. Vincent, The",1990s,,Drama,,,,,
122,Boomerang,1990s,,Comedy,Romance,,,,
123,Chungking Express,1990s,,Drama,Mystery,Romance,,,
124,"Star Maker, The (Uomo delle stelle, L')",1990s,,Drama,,,,,
125,Flirting With Disaster,1990s,,Comedy,,,,,
126,"NeverEnding Story III, The",1990s,,Adventure,Children's,Fantasy,,,
127,"Silence of the Palace, The (Saimt el Qusur)",1990s,,Drama,,,,,
128,Jupiter's Wife,1990s,,Documentary,,,,,
129,Pie in the Sky,1990s,,Comedy,Romance,,,,
130,Angela,1990s,,Drama,,,,,
131,Frankie Starlight,1990s,,Drama,Romance,,,,
132,Jade,1990s,,Thriller,,,,,
133,Nueba Yol,1990s,,Comedy,Drama,,,,
134,Sonic Outlaws,1990s,,Documentary,,,,,
135,Down Periscope,1990s,,Comedy,,,,,
136,From the Journals of Jean Seberg,1990s,,Documentary,,,,,
137,Man of the Year,1990s,,Documentary,,,,,
138,"Neon Bible, The",1990s,,Drama,,,,,
139,Target,1990s,,Action,Drama,,,,
140,Up Close and Personal,1990s,,Drama,Romance,,,,
141,"Birdcage, The",1990s,,Comedy,,,,,
142,Shadows (Cienie),1980s,,Drama,,,,,
143,Gospa,1990s,,Drama,,,,,
144,"Brothers McMullen, The",1990s,,Comedy,,,,,
145,Bad Boys,1990s,,Action,,,,,
146,"Amazing Panda Adventure, The",1990s,,Adventure,Children's,,,,
147,"Basketball Diaries, The",1990s,,Drama,,,,,
148,"Awfully Big Adventure, An",1990s,,Drama,,,,,
149,Amateur,1990s,,Crime,Drama,Thriller,,,
150,Apollo 13,1990s,,Drama,,,,,
151,Rob Roy,1990s,,Drama,Romance,War,,,
152,"Addiction, The",1990s,,Horror,,,,,
153,Batman Forever,1990s,,Action,Adventure,Comedy,Crime,,
154,Belle de jour,1960s,,Drama,,,,,
155,Beyond Rangoon,1990s,,Drama,War,,,,
156,Blue in the Face,1990s,,Comedy,,,,,
157,Canadian Bacon,1990s,,Comedy,War,,,,
158,Casper,1990s,,Adventure,Children's,,,,
159,Clockers,1990s,,Drama,,,,,
160,Congo,1990s,,Action,Adventure,Mystery,Sci-Fi,,
161,Crimson Tide,1990s,,Drama,Thriller,War,,,
162,Crumb,1990s,,Documentary,,,,,
163,Desperado,1990s,,Action,Romance,Thriller,,,
164,Devil in a Blue Dress,1990s,,Crime,Film-Noir,Mystery,Thriller,,
165,Die Hard: With a Vengeance,1990s,,Action,Thriller,,,,
166,"Doom Generation, The",1990s,,Comedy,Drama,,,,
167,Feast of July,1990s,,Drama,,,,,
168,First Knight,1990s,,Action,Adventure,Drama,Romance,,
169,Free Willy 2: The Adventure Home,1990s,,Adventure,Children's,Drama,,,
170,Hackers,1990s,,Action,Crime,Thriller,,,
171,Jeffrey,1990s,,Comedy,,,,,
172,Johnny Mnemonic,1990s,,Action,Sci-Fi,Thriller,,,
173,Judge Dredd,1990s,,Action,Adventure,Sci-Fi,,,
174,Jury Duty,1990s,,Comedy,,,,,
175,Kids,1990s,,Drama,,,,,
176,Living in Oblivion,1990s,,Comedy,,,,,
177,Lord of Illusions,1990s,,Horror,,,,,
178,Love & Human Remains,1990s,,Comedy,,,,,
179,Mad Love,1990s,,Drama,Romance,,,,
180,Mallrats,1990s,,Comedy,,,,,
181,Mighty Morphin Power Rangers: The Movie,1990s,,Action,Children's,,,,
182,Moonlight and Valentino,1990s,,Drama,Romance,,,,
183,Mute Witness,1990s,,Thriller,,,,,
184,Nadja,1990s,,Drama,,,,,
185,"Net, The",1990s,,Sci-Fi,Thriller,,,,
186,Nine Months,1990s,,Comedy,,,,,
187,Party Girl,1990s,,Comedy,,,,,
188,"Prophecy, The",1990s,,Horror,,,,,
189,Reckless,1990s,,Comedy,,,,,
190,Safe,1990s,,Thriller,,,,,
191,"Scarlet Letter, The",1990s,,Drama,,,,,
192,"Show, The",1990s,,Documentary,,,,,
193,Showgirls,1990s,,Drama,,,,,
194,Smoke,1990s,,Drama,,,,,
195,Something to Talk About,1990s,,Comedy,Drama,Romance,,,
196,Species,1990s,,Horror,Sci-Fi,,,,
197,"Stars Fell on Henrietta, The",1990s,,Drama,,,,,
198,Strange Days,1990s,,Action,Crime,Sci-Fi,,,
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1960s,,Drama,Musical,,,,
200,"Tie That Binds, The",1990s,,Thriller,,,,,
201,Three Wishes,1990s,,Drama,,,,,
202,Total Eclipse,1990s,,Drama,Romance,,,,
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1990s,,Comedy,,,,,
204,Under Siege 2: Dark Territory,1990s,,Action,,,,,
205,Unstrung Heroes,1990s,,Comedy,Drama,,,,
206,Unzipped,1990s,,Documentary,,,,,
207,"Walk in the Clouds, A",1990s,,Drama,Romance,,,,
208,Waterworld,1990s,,Action,Adventure,,,,
209,White Man's Burden,1990s,,Drama,,,,,
210,Wild Bill,1990s,,Western,,,,,
211,"Browning Version, The",1990s,,Drama,,,,,
212,Bushwhacked,1990s,,Comedy,,,,,
213,Burnt By the Sun (Utomlyonnye solntsem),1990s,,Drama,,,,,
214,Before the Rain (Pred dozhdot),1990s,,Drama,,,,,
215,Before Sunrise,1990s,,Drama,Romance,,,,
216,Billy Madison,1990s,,Comedy,,,,,
217,"Babysitter, The",1990s,,Drama,Thriller,,,,
218,Boys on the Side,1990s,,Comedy,Drama,,,,
219,"Cure, The",1990s,,Drama,,,,,
220,Castle Freak,1990s,,Horror,,,,,
222,Circle of Friends,1990s,,Drama,Romance,,,,
223,Clerks,1990s,,Comedy,,,,,
224,Don Juan DeMarco,1990s,,Comedy,Drama,Romance,,,
225,Disclosure,1990s,,Drama,Thriller,,,,
226,Dream Man,1990s,,Thriller,,,,,
227,Drop Zone,1990s,,Action,,,,,
228,Destiny Turns on the Radio,1990s,,Comedy,,,,,
229,Death and the Maiden,1990s,,Drama,Thriller,,,,
230,Dolores Claiborne,1990s,,Drama,Thriller,,,,
231,Dumb & Dumber,1990s,,Comedy,,,,,
232,Eat Drink Man Woman,1990s,,Comedy,Drama,,,,
233,Exotica,1990s,,Drama,,,,,
234,Exit to Eden,1990s,,Comedy,,,,,
235,Ed Wood,1990s,,Comedy,Drama,,,,
236,French Kiss,1990s,,Comedy,Romance,,,,
237,Forget Paris,1990s,,Comedy,Romance,,,,
238,Far From Home: The Adventures of Yellow Dog,1990s,,Adventure,Children's,,,,
239,"Goofy Movie, A",1990s,,Animation,Children's,Comedy,Romance,,
240,Hideaway,1990s,,Thriller,,,,,
241,Fluke,1990s,,Children's,Drama,,,,
242,Farinelli: il castrato,1990s,,Drama,Musical,,,,
243,Gordy,1990s,,Comedy,,,,,
244,Gumby: The Movie,1990s,,Animation,Children's,,,,
245,"Glass Shield, The",1990s,,Crime,Drama,,,,
246,Hoop Dreams,1990s,,Documentary,,,,,
247,Heavenly Creatures,1990s,,Drama,Fantasy,Romance,Thriller,,
248,Houseguest,1990s,,Comedy,,,,,
249,Immortal Beloved,1990s,,Drama,Romance,,,,
250,Heavyweights,1990s,,Children's,Comedy,,,,
251,"Hunted, The",1990s,,Action,,,,,
252,I.Q.,1990s,,Comedy,Romance,,,,
253,Interview with the Vampire,1990s,,Drama,Horror,,,,
254,Jefferson in Paris,1990s,,Drama,,,,,
255,"Jerky Boys, The",1990s,,Comedy,,,,,
256,Junior,1990s,,Comedy,Sci-Fi,,,,
257,Just Cause,1990s,,Mystery,Thriller,,,,
258,"Kid in King Arthur's Court, A",1990s,,Adventure,Children's,Comedy,Fantasy,Romance,
259,Kiss of Death,1990s,,Crime,Drama,Thriller,,,
260,Star Wars: Episode IV - A New Hope,1970s,,Action,Adventure,Fantasy,Sci-Fi,,
261,Little Women,1990s,,Drama,,,,,
262,"Little Princess, A",1990s,,Children's,Drama,,,,
263,Ladybird Ladybird,1990s,,Drama,,,,,
264,"Enfer, L'",1990s,,Drama,,,,,
265,Like Water for Chocolate (Como agua para chocolate),1990s,,Drama,Romance,,,,
266,Legends of the Fall,1990s,,Drama,Romance,War,Western,,
267,Major Payne,1990s,,Comedy,,,,,
268,Little Odessa,1990s,,Drama,,,,,
269,My Crazy Life (Mi vida loca),1990s,,Drama,,,,,
270,Love Affair,1990s,,Drama,Romance,,,,
271,Losing Isaiah,1990s,,Drama,,,,,
272,"Madness of King George, The",1990s,,Drama,,,,,
273,Mary Shelley's Frankenstein,1990s,,Drama,Horror,,,,
274,Man of the House,1990s,,Comedy,,,,,
275,Mixed Nuts,1990s,,Comedy,,,,,
276,Milk Money,1990s,,Comedy,Romance,,,,
277,Miracle on 34th Street,1990s,,Drama,,,,,
278,Miami Rhapsody,1990s,,Comedy,,,,,
279,My Family,1990s,,Drama,,,,,
280,Murder in the First,1990s,,Drama,Thriller,,,,
281,Nobody's Fool,1990s,,Drama,,,,,
282,Nell,1990s,,Drama,,,,,
283,New Jersey Drive,1990s,,Crime,Drama,,,,
284,New York Cop,1990s,,Action,Crime,,,,
285,Beyond Bedlam,1990s,,Drama,Horror,,,,
286,Nemesis 2: Nebula,1990s,,Action,Sci-Fi,Thriller,,,
287,Nina Takes a Lover,1990s,,Comedy,Romance,,,,
288,Natural Born Killers,1990s,,Action,Thriller,,,,
289,Only You,1990s,,Comedy,Romance,,,,
290,Once Were Warriors,1990s,,Crime,Drama,,,,
291,Poison Ivy II,1990s,,Thriller,,,,,
292,Outbreak,1990s,,Action,Drama,Thriller,,,
293,"Professional, The (a.k.a. Leon: The Professional)",1990s,,Crime,Drama,Romance,Thriller,,
294,"Perez Family, The",1990s,,Comedy,Romance,,,,
295,"Pyromaniac's Love Story, A",1990s,,Comedy,Romance,,,,
296,Pulp Fiction,1990s,,Crime,Drama,,,,
297,Panther,1990s,,Drama,,,,,
298,Pushing Hands,1990s,,Comedy,,,,,
299,Priest,1990s,,Drama,,,,,
300,Quiz Show,1990s,,Drama,,,,,
301,Picture Bride,1990s,,Drama,Romance,,,,
302,Queen Margot (La Reine Margot),1990s,,Drama,Romance,,,,
303,"Quick and the Dead, The",1990s,,Action,Adventure,Western,,,
304,Roommates,1990s,,Comedy,Drama,,,,
305,Ready to Wear (Pret-A-Porter),1990s,,Comedy,,,,,
306,Three Colors: Red,1990s,,Drama,,,,,
307,Three Colors: Blue,1990s,,Drama,,,,,
308,Three Colors: White,1990s,,Drama,,,,,
309,"Red Firecracker, Green Firecracker",1990s,,Drama,,,,,
310,Rent-a-Kid,1990s,,Comedy,,,,,
311,Relative Fear,1990s,,Horror,Thriller,,,,
312,Stuart Saves His Family,1990s,,Comedy,,,,,
313,"Swan Princess, The",1990s,,Animation,Children's,,,,
314,"Secret of Roan Inish, The",1990s,,Drama,,,,,
315,"Specialist, The",1990s,,Action,,,,,
316,Stargate,1990s,,Action,Adventure,Sci-Fi,,,
317,"Santa Clause, The",1990s,,Children's,Comedy,Fantasy,,,
318,"Shawshank Redemption, The",1990s,,Drama,,,,,
319,Shallow Grave,1990s,,Thriller,,,,,
320,Suture,1990s,,Film-Noir,Thriller,,,,
321,Strawberry and Chocolate (Fresa y chocolate),1990s,,Drama,,,,,
322,Swimming with Sharks,1990s,,Comedy,Drama,,,,
324,"Sum of Us, The",1990s,,Comedy,,,,,
325,National Lampoon's Senior Trip,1990s,,Comedy,,,,,
326,To Live (Huozhe),1990s,,Drama,,,,,
327,Tank Girl,1990s,,Action,Comedy,Musical,Sci-Fi,,
328,Tales From the Crypt Presents: Demon Knight,1990s,,Horror,,,,,
329,Star Trek: Generations,1990s,,Action,Adventure,Sci-Fi,,,
330,Tales from the Hood,1990s,,Comedy,Horror,,,,
331,Tom & Viv,1990s,,Drama,,,,,
332,Village of the Damned,1990s,,Horror,Sci-Fi,,,,
333,Tommy Boy,1990s,,Comedy,,,,,
334,Vanya on 42nd Street,1990s,,Drama,,,,,
335,"Underneath, The",1990s,,Mystery,Thriller,,,,
336,"Walking Dead, The",1990s,,Drama,War,,,,
337,What's Eating Gilbert Grape,1990s,,Drama,,,,,
338,Virtuosity,1990s,,Sci-Fi,Thriller,,,,
339,While You Were Sleeping,1990s,,Comedy,Romance,,,,
340,"War, The",1990s,,Adventure,Drama,,,,
341,Double Happiness,1990s,,Drama,,,,,
342,Muriel's Wedding,1990s,,Comedy,Romance,,,,
343,"Baby-Sitters Club, The",1990s,,Children's,,,,,
344,Ace Ventura: Pet Detective,1990s,,Comedy,,,,,
345,"Adventures of Priscilla, Queen of the Desert, The",1990s,,Comedy,Drama,,,,
346,Backbeat,1990s,,Drama,Musical,,,,
347,Bitter Moon,1990s,,Drama,,,,,
348,Bullets Over Broadway,1990s,,Comedy,,,,,
349,Clear and Present Danger,1990s,,Action,Adventure,Thriller,,,
350,"Client, The",1990s,,Drama,Mystery,Thriller,,,
351,"Corrina, Corrina",1990s,,Comedy,Drama,Romance,,,
352,Crooklyn,1990s,,Comedy,,,,,
353,"Crow, The",1990s,,Action,Romance,Thriller,,,
354,Cobb,1990s,,Drama,,,,,
355,"Flintstones, The",1990s,,Children's,Comedy,,,,
356,Forrest Gump,1990s,,Comedy,Romance,War,,,
357,Four Weddings and a Funeral,1990s,,Comedy,Romance,,,,
358,Higher Learning,1990s,,Drama,,,,,
359,I Like It Like That,1990s,,Comedy,Drama,Romance,,,
360,I Love Trouble,1990s,,Action,Comedy,,,,
361,It Could Happen to You,1990s,,Drama,Romance,,,,
362,"Jungle Book, The",1990s,,Adventure,Children's,Romance,,,
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder)",1990s,,Documentary,,,,,
364,"Lion King, The",1990s,,Animation,Children's,Musical,,,
365,Little Buddha,1990s,,Drama,,,,,
366,Wes Craven's New Nightmare,1990s,,Horror,,,,,
367,"Mask, The",1990s,,Comedy,Crime,Fantasy,,,
368,Maverick,1990s,,Action,Comedy,Western,,,
369,Mrs. Parker and the Vicious Circle,1990s,,Drama,,,,,
370,Naked Gun 33 1/3: The Final Insult,1990s,,Comedy,,,,,
371,"Paper, The",1990s,,Comedy,Drama,,,,
372,Reality Bites,1990s,,Comedy,Drama,,,,
373,Red Rock West,1990s,,Thriller,,,,,
374,Richie Rich,1990s,,Children's,Comedy,,,,
375,Safe Passage,1990s,,Drama,,,,,
376,"River Wild, The",1990s,,Action,Thriller,,,,
377,Speed,1990s,,Action,Romance,Thriller,,,
378,Speechless,1990s,,Comedy,Romance,,,,
379,Timecop,1990s,,Action,Sci-Fi,,,,
380,True Lies,1990s,,Action,Adventure,Comedy,Romance,,
381,When a Man Loves a Woman,1990s,,Drama,,,,,
382,Wolf,1990s,,Drama,Horror,,,,
383,Wyatt Earp,1990s,,Western,,,,,
384,Bad Company,1990s,,Action,,,,,
385,"Man of No Importance, A",1990s,,Drama,,,,,
386,S.F.W.,1990s,,Drama,,,,,
387,"Low Down Dirty Shame, A",1990s,,Action,Comedy,,,,
388,Boys Life,1990s,,Drama,,,,,
389,"Colonel Chabert, Le",1990s,,Drama,Romance,War,,,
390,Faster Pussycat! Kill! Kill!,1960s,,Action,Comedy,Drama,,,
391,Jason's Lyric,1990s,,Crime,Drama,,,,
392,"Secret Adventures of Tom Thumb, The",1990s,,Adventure,Children's,,,,
393,Street Fighter,1990s,,Action,,,,,
394,Coldblooded,1990s,,Action,,,,,
395,Desert Winds,1990s,,Drama,,,,,
396,Fall Time,1990s,,Drama,,,,,
397,"Fear, The",1990s,,Horror,,,,,
398,Frank and Ollie,1990s,,Documentary,,,,,
399,Girl in the Cadillac,1990s,,Drama,,,,,
400,Homage,1990s,,Drama,,,,,
401,Mirage,1990s,,Action,Thriller,,,,
402,Open Season,1990s,,Comedy,,,,,
403,Two Crimes,1990s,,Comedy,Crime,Drama,,,
404,Brother Minister: The Assassination of Malcolm X,1990s,,Documentary,,,,,
405,Highlander III: The Sorcerer,1990s,,Action,Sci-Fi,,,,
406,Federal Hill,1990s,,Drama,,,,,
407,In the Mouth of Madness,1990s,,Horror,Thriller,,,,
408,8 Seconds,1990s,,Drama,,,,,
409,Above the Rim,1990s,,Drama,,,,,
410,Addams Family Values,1990s,,Comedy,,,,,
411,You So Crazy,1990s,,Comedy,,,,,
412,"Age of Innocence, The",1990s,,Drama,,,,,
413,Airheads,1990s,,Comedy,,,,,
414,"Air Up There, The",1990s,,Comedy,,,,,
415,Another Stakeout,1990s,,Comedy,Thriller,,,,
416,Bad Girls,1990s,,Western,,,,,
417,Barcelona,1990s,,Comedy,Romance,,,,
418,Being Human,1990s,,Drama,,,,,
419,"Beverly Hillbillies, The",1990s,,Comedy,,,,,
420,Beverly Hills Cop III,1990s,,Action,Comedy,,,,
421,Black Beauty,1990s,,Adventure,Children's,,,,
422,Blink,1990s,,Thriller,,,,,
423,Blown Away,1990s,,Action,Thriller,,,,
424,Blue Chips,1990s,,Drama,,,,,
425,Blue Sky,1990s,,Drama,Romance,,,,
426,Body Snatchers,1990s,,Horror,Sci-Fi,Thriller,,,
427,Boxing Helena,1990s,,Mystery,Romance,Thriller,,,
428,"Bronx Tale, A",1990s,,Drama,,,,,
429,Cabin Boy,1990s,,Comedy,,,,,
430,Calendar Girl,1990s,,Drama,,,,,
431,Carlito's Way,1990s,,Crime,Drama,,,,
432,City Slickers II: The Legend of Curly's Gold,1990s,,Comedy,Western,,,,
433,Clean Slate,1990s,,Comedy,,,,,
434,Cliffhanger,1990s,,Action,Adventure,Crime,,,
435,Coneheads,1990s,,Comedy,Sci-Fi,,,,
436,Color of Night,1990s,,Drama,Thriller,,,,
437,Cops and Robbersons,1990s,,Comedy,,,,,
438,"Cowboy Way, The",1990s,,Action,Comedy,,,,
439,Dangerous Game,1990s,,Drama,,,,,
440,Dave,1990s,,Comedy,Romance,,,,
441,Dazed and Confused,1990s,,Comedy,,,,,
442,Demolition Man,1990s,,Action,Sci-Fi,,,,
443,"Endless Summer 2, The",1990s,,Documentary,,,,,
444,Even Cowgirls Get the Blues,1990s,,Comedy,Romance,,,,
445,Fatal Instinct,1990s,,Comedy,,,,,
446,Farewell My Concubine,1990s,,Drama,Romance,,,,
447,"Favor, The",1990s,,Comedy,Romance,,,,
448,Fearless,1990s,,Drama,,,,,
449,Fear of a Black Hat,1990s,,Comedy,,,,,
450,With Honors,1990s,,Comedy,Drama,,,,
451,Flesh and Bone,1990s,,Drama,Mystery,Romance,,,
452,Widows' Peak,1990s,,Drama,,,,,
453,For Love or Money,1990s,,Comedy,,,,,
454,"Firm, The",1990s,,Drama,Thriller,,,,
455,Free Willy,1990s,,Adventure,Children's,Drama,,,
456,Fresh,1990s,,Drama,,,,,
457,"Fugitive, The",1990s,,Action,Thriller,,,,
458,Geronimo: An American Legend,1990s,,Drama,Western,,,,
459,"Getaway, The",1990s,,Action,,,,,
460,Getting Even with Dad,1990s,,Comedy,,,,,
461,Go Fish,1990s,,Drama,Romance,,,,
462,"Good Man in Africa, A",1990s,,Action,Adventure,,,,
463,Guilty as Sin,1990s,,Crime,Drama,Thriller,,,
464,Hard Target,1990s,,Action,Adventure,Crime,Thriller,,
465,Heaven & Earth,1990s,,Action,Drama,War,,,
466,Hot Shots! Part Deux,1990s,,Action,Comedy,War,,,
467,Live Nude Girls,1990s,,Comedy,,,,,
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",1990s,,Comedy,Romance,,,,
469,"House of the Spirits, The",1990s,,Drama,Romance,,,,
470,House Party 3,1990s,,Comedy,,,,,
471,"Hudsucker Proxy, The",1990s,,Comedy,Romance,,,,
472,I'll Do Anything,1990s,,Comedy,Drama,,,,
473,In the Army Now,1990s,,Comedy,War,,,,
474,In the Line of Fire,1990s,,Action,Thriller,,,,
475,In the Name of the Father,1990s,,Drama,,,,,
476,"Inkwell, The",1990s,,Comedy,Drama,,,,
477,What's Love Got to Do with It?,1990s,,Drama,,,,,
478,Jimmy Hollywood,1990s,,Comedy,,,,,
479,Judgment Night,1990s,,Action,,,,,
480,Jurassic Park,1990s,,Action,Adventure,Sci-Fi,,,
481,Kalifornia,1990s,,Drama,Thriller,,,,
482,Killing Zoe,1990s,,Thriller,,,,,
483,King of the Hill,1990s,,Drama,,,,,
484,Lassie,1990s,,Adventure,Children's,,,,
485,Last Action Hero,1990s,,Action,Comedy,,,,
486,Life with Mikey,1990s,,Comedy,,,,,
487,Lightning Jack,1990s,,Comedy,Western,,,,
488,M. Butterfly,1990s,,Drama,,,,,
489,Made in America,1990s,,Comedy,,,,,
490,Malice,1990s,,Thriller,,,,,
491,"Man Without a Face, The",1990s,,Drama,,,,,
492,Manhattan Murder Mystery,1990s,,Comedy,Mystery,,,,
493,Menace II Society,1990s,,Action,Crime,Drama,,,
494,Executive Decision,1990s,,Action,Thriller,,,,
495,In the Realm of the Senses (Ai no corrida),1970s,,Drama,,,,,
496,What Happened Was...,1990s,,Comedy,Drama,Romance,,,
497,Much Ado About Nothing,1990s,,Comedy,Romance,,,,
498,Mr. Jones,1990s,,Drama,Romance,,,,
